"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"sunday [[mar]]  [[pm]] [[dear]] [[sir]] tried deliver package [[unfortunately]] [[recipient]] could foundplease [[update]] qrcodebdnyo","sunday [[nov]]  [[particles]] [[pumpkin]] [[chief]] tried deliver package [[wretchedly]] [[customers]] could foundplease [[refresh]] qrcodebdnyo",4.947185516357422e-06,0.8974788188934326,1,0,1,172,"Successful"
"[[awarded]] sipix digital [[camera]] [[call]] fromm [[landline]] [[delivery]] within days","[[credited]] sipix digital [[chambre]] [[telephoning]] fromm [[fixed]] [[birthing]] within days",6.258487701416016e-06,0.9998400211334229,1,0,1,152,"Successful"
"[[dear]] customeryour apple due [[expire]] today prevent confiming [[apple]] id ataligaid daalau","[[luv]] customeryour apple due [[culminates]] today prevent confiming [[cobbler]] id ataligaid daalau",1.2516975402832031e-05,0.6427450180053711,1,0,1,53,"Successful"
"free [[st]] [[week]] [[entry]] textpod [[chance]] win [[gb]] ipod £ [[cash]] every wk txt vpod tscs custcare","free [[sant]] [[chou]] [[scripture]] textpod [[options]] win [[megs]] ipod £ [[fund]] every wk txt vpod tscs custcare",0.0003020763397216797,0.7650951743125916,1,0,1,166,"Successful"
"receive tax refund process due incomplete personal information please [[confirm]] information [[link]] order expedite processing refund avoid potential delays penalties please provi view","receive tax refund process due incomplete personal information please [[stressing]] information [[liens]] order expedite processing refund avoid potential delays penalties please provi view",0.0003063082695007324,0.6021780967712402,1,0,1,113,"Successful"
"new [[voicemail]] please call","new [[msg]] please call",1.823902130126953e-05,0.6908799409866333,1,0,1,19,"Successful"
"account hold trouble current billing information recovery account immediately click [[link]] [[bellow]]","account hold trouble current billing information recovery account immediately click [[attaching]] [[bellowing]]",6.282329559326172e-05,0.9633081555366516,1,0,1,63,"Successful"
"[[carrier]] deliver package address [[detailed]] please update address [[details]] uspalterigtinfowte","[[vector]] deliver package address [[circumspect]] please update address [[explain]] uspalterigtinfowte",4.696846008300781e-05,0.8763355612754822,1,0,1,97,"Successful"
"online [[chase]] [[bank]] account [[blocked]] due unusual activities kindly [[verify]] account clicking [[link]] use account","online [[continues]] [[riverbank]] account [[locked]] due unusual activities kindly [[reviews]] account clicking [[bonding]] use account",0.0003603696823120117,0.6326783895492554,1,0,1,188,"Successful"
"[[congrats]] [[year]] special [[cinema]] pass call c suprman v matrix starwars etc free bxipwe pm","[[greeting]] [[yr]] special [[musicals]] pass call c suprman v matrix starwars etc free bxipwe pm",6.735324859619141e-06,0.5068143606185913,1,0,1,84,"Successful"
"[[urgent]] [[mobile]] [[awarded]] £ [[bonus]] caller [[prize]] [[final]] [[try]] [[contact]] [[u]] [[call]] [[landline]] boxwrc ppm","[[imperative]] [[roaming]] [[assigns]] £ [[rewards]] caller [[awards]] [[latter]] [[strove]] [[relations]] [[umm]] [[calling]] [[fix]] boxwrc ppm",3.874301910400391e-06,0.6045894026756287,1,0,1,309,"Successful"
"[[valued]] customer pleased [[advise]] [[following]] recent review mob awarded £ bonus prize [[call]]","[[utility]] customer pleased [[recommends]] [[suites]] recent review mob awarded £ bonus prize [[summoning]]",7.092952728271484e-06,0.5523886680603027,1,0,1,144,"Successful"
"onpoint cu security alert [[detected]] [[fraudulent]] withdrawal account tap link protect account","onpoint cu security alert [[excavated]] [[scythe]] withdrawal account tap link protect account",2.4557113647460938e-05,0.7693647146224976,1,0,1,91,"Successful"
"mobile months u [[r]] [[entitled]] update latest colour mobiles [[camera]] free call mobile update co free","mobile months u [[rupees]] [[empowered]] update latest colour mobiles [[chambre]] free call mobile update co free",0.0004183650016784668,0.9721699953079224,1,0,1,54,"Successful"
"[[sam]] registration [[received]] [[click]] complete process httprghstusxri reply stop opt future texts","[[ourselves]] registration [[hosts]] [[elected]] complete process httprghstusxri reply stop opt future texts",2.6166439056396484e-05,0.5548852682113647,1,0,1,81,"Successful"
"upgrdcentre orange [[customer]] may [[claim]] free [[camera]] phone [[upgrade]] [[loyalty]] call offer ends th july tcs apply optout available","upgrdcentre orange [[subscriptions]] may [[saying]] free [[rooms]] phone [[updating]] [[humbleness]] call offer ends th july tcs apply optout available",0.0001729726791381836,0.5690875053405762,1,0,1,181,"Successful"
"[[urgent]] [[mobile]] xxxxxxxxx £ bonus [[caller]] [[prize]] nd attempt reach [[call]] asap","[[imperative]] [[portable]] xxxxxxxxx £ bonus [[priest]] [[premiums]] nd attempt reach [[summon]] asap",4.410743713378906e-06,0.9995608329772949,1,0,1,119,"Successful"
"[[free]] messagethanks [[using]] [[auction]] [[subscription]] service pmsgrcvd [[skip]] [[auction]] txt unsubscribe txt stop customercare","[[frey]] messagethanks [[employs]] [[auctioning]] [[subscriber]] service pmsgrcvd [[dedicate]] [[auctioning]] txt unsubscribe txt stop customercare",0.0670461654663086,0.6906522512435913,1,0,1,92,"Successful"
"[[urgent]] trying contact u [[todays]] draw shows £ [[prize]] [[guaranteed]] [[call]] [[land]] [[line]] claim validhrs","[[imperative]] trying contact u [[tomorrows]] draw shows £ [[primes]] [[ensures]] [[appeal]] [[field]] [[harmony]] claim validhrs",5.185604095458984e-06,0.7930975556373596,1,0,1,141,"Successful"
"[[important]] customer service [[announcement]] premier call freephone","[[instrumental]] customer service [[advertisements]] premier call freephone",8.702278137207031e-06,0.979272186756134,1,0,1,88,"Successful"
"[[valued]] vodafone customer [[computer]] [[picked]] win £ [[prize]] collect [[easy]] [[call]]","[[utility]] vodafone customer [[typewriters]] [[wahl]] win £ [[premiums]] collect [[easier]] [[dawa]]",6.616115570068359e-06,0.9381879568099976,1,0,1,201,"Successful"
"upsvtgiovup [[ups]] package unable deliver recheck [[zip]] code","upsvtgiovup [[lifts]] package unable deliver recheck [[compressing]] code",2.1398067474365234e-05,0.615709662437439,1,0,1,23,"Successful"
"[[complimentary]] [[star]] [[ibiza]] [[holiday]] £ [[cash]] [[needs]] [[urgent]] [[collection]] landline [[lose]] boxskwpppm","[[ancillary]] [[exalt]] [[mallorca]] [[eid]] £ [[fund]] [[should]] [[punctual]] [[assembling]] landline [[wastes]] boxskwpppm",3.5762786865234375e-06,0.00021886825561523438,1,1,1,212,"Failed"
"[[identified]] [[unusual]] activity online banking please log [[via]] secure [[link]] httpowlynpylkywg avoid [[account]] suspension","[[defines]] [[inquisitive]] activity online banking please log [[across]] secure [[attaching]] httpowlynpylkywg avoid [[bookkeeping]] suspension",1.3947486877441406e-05,0.7301157116889954,1,0,1,177,"Successful"
"[[u]] want [[xmas]] free text [[messages]] new video phone half [[price]] line rental [[call]] free [[find]]","[[umm]] want [[halloween]] free text [[communications]] new video phone half [[rates]] line rental [[calling]] free [[searches]]",0.0009549856185913086,0.8795316219329834,1,0,1,206,"Successful"
"promotion number ur [[awarded]] city break £ summer [[shopping]] spree","promotion number ur [[devoted]] city break £ summer [[garage]] spree",1.2040138244628906e-05,0.9904313683509827,1,0,1,80,"Successful"
"[[discount]] [[code]] [[rp]] stop messages reply stop [[customer]] services","[[redemption]] [[encryption]] [[pdr]] stop messages reply stop [[subscriber]] services",0.0005450248718261719,0.8330750465393066,1,0,1,79,"Successful"
"thank [[winner]] [[notified]] sms good luck future [[marketing]] reply stop [[customer]] services","thank [[jens]] [[report]] sms good luck future [[sells]] reply stop [[audience]] services",8.171796798706055e-05,0.602496862411499,1,0,1,149,"Successful"
"open lucky draw contest winner f tata saafari [[contact]] [[information]]","open lucky draw contest winner f tata saafari [[calling]] [[particulars]]",6.079673767089844e-06,0.8221858739852905,1,0,1,76,"Successful"
"saturday [[september]] [[chase]] account [[review]] [[verification]] please visit link bitlyhmasag","saturday [[jul]] [[quest]] account [[rethink]] [[reviews]] please visit link bitlyhmasag",1.055002212524414e-05,0.9817808270454407,1,0,1,103,"Successful"
"receive tax [[refund]] process due incomplete [[personal]] information please [[confirm]] information linknn [[mission]] [[irs]] [[help]] [[american]] [[taxpayers]] understand meet tax [[obligations]] provide [[highest]] quality service","receive tax [[payback]] process due incomplete [[interpersonal]] information please [[ensures]] information linknn [[mandates]] [[pri]] [[helping]] [[usa]] [[payers]] understand meet tax [[responsibilities]] provide [[haut]] quality service",5.602836608886719e-06,0.9365355372428894,1,0,1,283,"Successful"
"cash app company conjunction [[irs]] program us citizen access free payment payment absolutely dime free kindly fill form [[get]] started","cash app company conjunction [[dci]] program us citizen access free payment payment absolutely dime free kindly fill form [[learn]] started",1.6689300537109375e-05,0.7759865522384644,1,0,1,75,"Successful"
"private account [[statement]] [[shows]] unredeemed points [[call]] identifier code [[expires]]","private account [[discourses]] [[demonstrating]] unredeemed points [[vocation]] identifier code [[ends]]",1.043081283569336e-05,0.80823814868927,1,0,1,177,"Successful"
"congratulations ur [[awarded]] cd vouchers [[gift]] [[guaranteed]] free entry wkly draw txt music tncs","congratulations ur [[gave]] cd vouchers [[goku]] [[bumpers]] free entry wkly draw txt music tncs",1.0311603546142578e-05,0.9998363256454468,1,0,1,88,"Successful"
